year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20150420,11.5,8.1,14.6,11,3589
20150421,12.8,5.7,20.9,0,3492
20150422,13.8,7.1,20.9,0,3692
20150423,14.4,5.9,22.3,0,3809
20150424,15.6,8.7,22.9,0,3182
20150425,15.7,6.7,24.2,0,3182
20150426,18.2,8.5,26.9,0,3182
20150427,18.7,11.2,26.6,0,3168
20150428,17.6,10.9,23.9,8.2,3235
20150429,15.8,14,18.2,23.2,3235
20150430,17.9,13.1,24,0.2,3420
20150501,19.2,12.8,26.3,0,3420
20150502,19.8,13.5,26.2,1.9,3420
20150503,17.6,15.8,20.2,12.9,3420
20150504,16.4,10.5,21.9,0,3353
20150505,14.2,5.9,21.9,0,3353
20150506,14.9,7.7,22.1,0,3353
20150507,16.3,8.7,24.1,0,3299
20150508,16.9,9.2,23.4,0,3322
20150509,17.7,12.9,24.1,0.2,3343
20150510,16.7,10.8,23.5,0,3343
20150511,16.8,11.7,21.9,23.8,3343
20150512,15.8,12.2,19.8,9,3343
20150513,19.6,12.5,25.7,0,3431
20150514,20.7,13.6,26.9,0,3431
20150515,19.1,15.3,23.9,1.3,3431
20150516,18,11.7,25.3,0,3431
20150517,18,9.8,26.1,0,3431
20150518,16.3,12.8,20.4,4,3396
20150519,17.9,12.8,24.2,0.7,3504
20150520,16.7,11.3,22.5,0,3581
20150521,18.7,10.1,26.5,0,3903
20150522,20.7,14,27.7,0,3966
20150523,20.2,14.1,27.3,0,3966
20150524,20.3,12.5,28.3,0,3966
20150525,20.2,12.2,28.3,0,3966
20150526,21.8,13.1,30.9,0,3975
20150527,21.4,12.8,30,0,3974
20150528,21.7,15.5,29.2,0,3990
20150529,22.5,14.6,29.6,0,3928
20150530,19.1,15.8,23,2.7,3928
20150531,20.4,14.5,27.7,0,3928
20150601,21.8,14.2,29,0,3963
20150602,21.7,17.2,27.2,0.4,3972
20150603,21.7,16.4,27.7,0,3960
20150604,21.6,12.9,29.3,0,3960
20150605,16.9,13.3,21.2,3.2,4064
20150606,19.1,12.3,26.1,0,4064
20150607,20.9,15,27.6,0,4064
20150608,20.2,15.8,24.7,1.3,4093
20150609,21.7,16.3,27.9,0,4119
20150610,23.7,16.5,31.2,0,4101
20150611,21.8,17.9,25.6,1.7,3959
20150612,23.2,18.1,29.6,0.7,3604
20150613,22.6,17.5,28.4,0.7,3604
20150614,21.8,17.4,27.3,5.1,3604
20150615,23,19.2,28.4,0,3696
20150616,22.6,19.2,28.5,1.1,3673
20150617,21.4,18.2,25.9,2.9,3618
20150618,22.5,18.1,27.8,0.8,3639
20150619,22.4,18.4,27.8,2.2,3155
20150620,19.4,17.4,22.3,12.2,3155
20150621,21.2,17,26.8,0.1,3155
20150622,22.3,17.3,28,0.2,3170
20150623,23.1,18.2,29,0.1,3105
20150624,22.5,19.2,27.2,3.4,3216
20150625,21.8,18.9,25.9,14.6,2902
20150626,20.9,18.8,23.8,32.4,2860
20150627,21.6,18.4,25.8,0.7,2860
20150628,22.1,17.9,27.2,0,2860
20150629,23.5,18.5,29.1,0.2,2881
20150630,21.4,19,25.5,11.5,2837
20150701,22.6,18.4,28.1,0.9,2865
20150702,22.4,17,28.2,0.2,2875
20150703,22.3,17.6,28,0.5,2971
20150704,21.2,15.8,26.7,0,2971
20150705,21.8,17,27.4,0.4,2971
20150706,22.2,17.9,27.2,0.2,3068
20150707,20.1,17.7,23.1,13.3,3095
20150708,21,18.4,23.6,23,3147
20150709,22.8,20.2,26.2,19.1,3114
20150710,25,20.6,30.3,0,3083
20150711,25.9,22,31.1,9.2,3083
20150712,24.2,22.8,26.1,44.8,3024
20150713,23.9,21.8,26.7,3.6,2930
20150714,25.4,21,30.8,0.1,2954
20150715,25,20.7,31.2,1,2954
20150716,22.9,19.4,27.1,0,3101
20150717,21.6,17.8,25.7,0.3,3073
20150718,23,20.1,27.1,0.1,3073
20150719,24,20.2,28.6,1.5,3073
20150720,24.3,21.9,27.6,2.7,3133
20150721,24.6,22.1,28.3,4.1,3130
20150722,25.7,23,29.9,2.8,3083
20150723,25.9,23.6,29.4,13,2871
20150724,25.6,24.1,27.6,17.4,2816
20150725,26.5,24,29.6,8.8,2816
20150726,27,22.4,32.4,3.8,2816
20150727,26.6,23.5,30.4,1.8,2880
20150728,27.4,24.1,32,0.6,2925
20150729,27.3,24.3,31.1,7.1,2820
20150730,28.7,24.7,33.7,0,3121
20150731,28.3,24.5,33.6,0.2,2944
20150801,27.6,23.8,32.9,1,2944
20150802,27,23.5,31.5,5.1,2944
20150803,28.1,24.2,33.1,0,3037
20150804,28,23.3,33.3,0,2996
20150805,28,23.6,33.7,0,3005
20150806,28.4,23.4,34.3,0,2715
20150807,28.5,23.4,34.8,2.2,2600
20150808,27.1,23.6,33.8,6.8,2600
20150809,26.8,22.7,32.3,0,2600
20150810,26.4,22.7,31.5,0,2605
20150811,25.1,21.3,29.2,6.7,2605
20150812,23.8,20.4,27.9,5.1,2618
20150813,24.8,21,30.5,6.9,2529
20150814,25.1,20.8,30.8,1.1,2529
20150815,25.9,21.2,31.6,0,2529
20150816,24.8,21.4,29.7,6.9,2529
20150817,25.1,20.5,30.9,1,2537
20150818,25.2,21.3,30,0,2532
20150819,25,21.4,29,0,2514
20150820,24.1,22,27.3,5,2485
20150821,23.6,21.1,28.3,26.6,2386
20150822,24.3,21.1,28.6,0.3,2386
20150823,24.9,21.4,29.8,0.1,2386
20150824,24.7,22.1,27.9,3.1,2353
20150825,21.5,19.7,24,26.8,2345
20150826,22.2,18.7,26.9,0.4,2358
20150827,23.2,18.3,28.7,1.4,2519
20150828,23,18.8,28.7,2.5,2594
20150829,22.9,18.8,28.7,0,2594
20150830,23.2,18.3,29.1,0.4,2594
20150831,23.9,19.3,29.1,1.8,2638
20150901,23.6,20.8,27.9,5,2690
20150902,22.8,20,27.4,9.6,2691
20150903,22.9,19.2,28.1,1.8,2761
20150904,23.3,18.8,29,0,2758
20150905,21.7,19.4,25.6,9.4,2758
20150906,20.9,18,24.6,6.6,2758
20150907,20.7,15.9,26.4,0.1,2700
20150908,20,14.3,26.2,0,2636
20150909,20.3,13.6,27.1,0,2631
20150910,20.6,14.2,27.3,0,2703
20150911,21,15.7,26.6,1.5,2695
20150912,18.8,15.5,22.1,3.8,2695
20150913,18.6,13.5,25.1,0,2695
20150914,19.1,12.8,26.4,0,2763
20150915,19.3,13.3,25.7,0,2657
20150916,18.9,13.2,24.1,1.6,2675
20150917,19.3,15.2,24.2,4.4,2695
20150918,20.1,14.6,26.3,0,2715
20150919,20.1,15.2,26.7,0,2715
20150920,20.1,14.8,26.6,0,2715
20150921,20.6,15.1,27.9,0,2701
20150922,20.6,14.8,28,0,2717
20150923,19,15.6,22.5,8.4,2710
20150924,20.7,16.5,25.7,1.2,2707
20150925,20.6,16.3,26.3,0,2731
20150926,20.1,15.4,26.5,0,2731
20150927,19.7,13.7,27.6,0,2731
20150928,20.5,13.1,28.6,0,2731
20150929,20.7,14.4,27,0,2731
20150930,19.3,16.7,23.1,1.7,2734
20151001,18.1,14.5,22.6,37.4,2758
20151002,15.9,8.9,21.9,0,2758
20151003,18.2,11.9,24.9,0,2758
20151004,16.5,11,23.6,0,2758
20151005,16.7,11,24.4,0,2750
20151006,16.8,10.1,25.4,0,2825
20151007,17.2,10.8,24.8,0,2835
20151008,17.5,12.5,24.4,0.1,2779
20151009,16,10.2,21.4,0.4,2779
20151010,13.7,7.6,20.7,4.8,2779
20151011,12.7,8.6,17,2.2,2779
20151012,13.4,9.4,18.5,0.5,2662
20151013,14.4,7.5,21.8,0,2681
20151014,15.5,9.5,23.3,0,2681
20151015,15.7,9.9,23.8,0,2763
20151016,15.8,10.4,23.5,0,2698
20151017,16.1,10.2,24.8,0,2698
20151018,16.2,9.6,25.2,0,2698
20151019,16.4,10.7,23.5,0.1,2658
20151020,16.8,11.5,24.1,0,2658
20151021,16.9,11.8,23.9,0.2,2658
20151022,16.3,12.3,21.6,0.3,2710
20151023,16.3,12.3,22,0,2705
20151024,16.2,11.3,22.3,1.2,2705
20151025,14.7,9.6,21,0,2705
20151026,14.4,9.1,19.8,0.4,2706
20151027,13.4,9.7,17.8,16.3,2758
20151028,11.4,5.9,17.2,0,2715
20151029,10.5,5.4,16.3,0.4,2710
20151030,8,3.6,12.8,0,2701
20151031,6.3,0.7,13.2,0,2701
20151101,6.7,0.9,11.2,0.1,2701
20151102,10.1,4.6,16.4,0.2,2691
20151103,10.8,4.9,19,0,2724
20151104,10.9,3.8,20,0,2796
20151105,12.9,7.1,20.7,0,2901
20151106,13.5,8,19.2,2.6,2854
20151107,13.2,11.7,14.5,28,2854
20151108,13.7,12.5,15.1,13.8,2854
20151109,12.7,10.8,15.5,3.2,2860
20151110,11.1,7.6,15.3,0.2,2846
20151111,11.5,6.8,17.1,2,2824
20151112,13.7,9.1,18.1,0.6,2820
20151113,12.1,10.9,13.9,24.4,2855
20151114,13.8,12,16.2,5,2855
20151115,13.5,9.6,18.3,0,2855
20151116,12.6,8.9,15.8,10.7,2784
20151117,14.3,12.3,17.1,0.5,2760
20151118,11.6,9.4,14.2,7.9,2766
20151119,10.2,8.6,12.1,0.9,2585
20151120,11,7.6,15.9,0.1,2619
20151121,9.6,5.9,13.5,0.1,2619
20151122,11.3,7.3,15.5,4.6,2601
20151123,10.9,9.2,12.7,6.6,2601
20151124,8.5,6,11.2,2.8,2644
20151125,5.6,3.8,7.6,9,2701
20151126,0.9,-1.1,4.5,3.3,2673
20151127,1.1,-1.9,4,0.6,2668
20151128,3.2,0.1,7.2,0,2668
20151129,5.2,1.6,9.6,0.8,2668
20151130,6.4,1.5,11.6,0.2,2741
20151201,4.7,-0.9,12.1,0,2765
20151202,7.3,2.9,11.3,5.7,2747
20151203,3,-0.3,6.5,3,2782
20151204,2.8,-0.6,5.7,0.5,2782
20151205,5.5,2.1,8.7,0,2782
20151206,3.2,-0.7,8.3,0,2782
20151207,3.5,-2.5,9.9,0,2782
20151208,4.6,0,11.1,0,2782
20151209,6.2,-0.4,13.2,0,2782
20151210,8.7,6.6,10.6,14.1,2829
20151211,7.6,3.8,10.9,3.7,2809
20151212,5.5,1.1,10.8,0,2809
20151213,6.5,2.6,12.5,0,2809
20151214,6.9,4.2,8.7,3.9,2820
20151215,7.2,4.7,9.9,0.5,2888
20151216,1.7,-1.6,5.5,2.4,2944
20151217,-2,-4.8,1.4,0.3,2955
20151218,-0.5,-6,4.7,0,2897
20151219,1.4,-3,8.4,0,2897
20151220,2.1,-2.5,6,0.8,2897
20151221,4.3,0.5,9.3,1.5,2958
20151222,4.1,-1.1,9.6,0.1,2952
20151223,6.3,3.8,9,1.9,2934
20151224,4.2,0.8,8.7,0,2868
20151225,1.4,-2.6,5.8,0,2868
20151226,3.8,-2.1,9.8,0.2,2868
20151227,-0.8,-4.6,3.7,0,2868
20151228,-2.4,-6.4,2.2,0,2929
20151229,-1.4,-6.7,4.8,0,2906
20151230,0.9,-5.2,7.4,1.1,2874
20151231,2,-1.7,6.3,0.3,2839
20160101,1.7,-3.9,7.3,0,2839
20160102,5.1,0.3,11.5,0,2839
20160103,5.9,1,12.9,0,2839
20160104,5.3,0.1,10.1,0,2809
20160105,0.6,-2.4,4.4,0.5,2757
20160106,0.7,-4.2,5.4,0,2763
20160107,0.4,-2.6,4.3,0,2657
20160108,-0.5,-3.8,3.9,0,2657
20160109,0.7,-3.8,5.5,0,2657
20160110,1.7,-2.8,6.7,0,2657
20160111,-0.7,-4.4,4.3,0,2695
20160112,-2.1,-7.1,3.7,0,2695
20160113,-1.2,-4.9,2.3,0.8,2831
20160114,-1.1,-5.5,3.3,0.1,2953
20160115,-0.2,-5.3,6.2,0.1,2953
20160116,0.8,-4,7.3,0,2953
20160117,2.1,-1.3,5.6,3.3,2953
20160118,-2,-7.3,3.1,0.9,2863
20160119,-7.5,-9.7,-4.6,0.8,2868
20160120,-6.9,-10.9,-2.3,0,2878
20160121,-4.7,-8.4,0,0,2854
20160122,-4.2,-9.3,0.7,0,2854
20160123,-7,-11.3,-3.5,1.2,2854
20160124,-10.8,-14.2,-7.4,1.5,2854
20160125,-6.6,-12.4,-1.3,0.3,2776
20160126,-1.7,-7,3.5,0.1,2840
20160127,0.2,-4.8,6.1,0,2786
20160128,0.3,-4.6,3.6,6.7,2846
20160129,2.3,0.3,4.4,8.2,2863
20160130,2.2,-1.2,6.4,0.6,2863
20160131,-0.5,-3.2,2.9,0,2863
20160201,-2.9,-6.2,1.7,0,2884
20160202,-3.4,-8.6,2.7,0,2884
20160203,-1.8,-8.3,4.9,0,2999
20160204,0.4,-4.8,5.9,0,2999
20160205,-0.2,-5,5.4,0,2999
20160206,-1.4,-5.6,3.3,0.5,2999
20160207,-1.8,-8,5,0,2999
20160208,1.7,-5.7,7.4,0.2,2999
20160209,2.6,-2.2,7.5,0,2999
20160210,2.2,-4.9,10.8,0,2999
20160211,6.8,-1.2,13.7,0.2,2951
20160212,9.7,6.9,12,20.7,2951
20160213,11.7,7.1,16.2,11.4,2951
20160214,1.1,-3,9.5,0.8,2951
20160215,-3.1,-6,0.1,0.2,2965
20160216,-0.1,-4.4,4,0.5,2965
20160217,1.2,-4.1,6.5,0,2965
20160218,3.6,-2.9,9.7,0.1,3004
20160219,4.5,-0.2,8.9,0,3004
20160220,3.5,-0.6,8.7,0,3004
20160221,1,-3.6,6,0,3004
20160222,2.7,-1.5,6.5,0,3017
20160223,3.3,-1.3,8.5,0.2,2973
20160224,-1,-4.7,3.4,0.6,3009
20160225,0.3,-5.9,6,0,2897
20160226,2.8,-2.3,7.3,0.8,2900
20160227,5.2,1.2,10.6,1.4,2900
20160228,4,-0.5,10.5,5.8,2900
20160229,-1.8,-4.8,1.3,0.3,2878
20160301,-1.4,-7.3,4.3,0,2878
20160302,3.2,-3.8,10.4,0,2993
20160303,7.2,-0.1,15.2,0,3047
20160304,9.4,4.5,13.7,9.7,3047
20160305,11.8,8.2,15.5,27.9,3047
20160306,10.3,5.3,15.6,2.5,3047
20160307,8.9,3.4,14.9,0,3132
20160308,5.9,2.4,9.3,2.8,3144
20160309,3.1,0.3,8.2,2,3124
20160310,1.3,-1.9,5.7,0.1,2945
20160311,0.7,-3.9,5.8,0,2928
20160312,2.5,-4.2,8.7,0,2928
20160313,4.3,1,8.4,0.2,2928
20160314,4.2,-0.5,10,0,3005
20160315,5.6,-2.5,13.3,0,3069
20160316,8.8,3,16.4,0,2943
20160317,10.2,0.9,18.3,0.1,3112
20160318,11.2,7.9,15.4,9.3,3097
20160319,10.4,5.2,16.8,0,3097
20160320,8.2,3.3,13.8,0,3097
20160321,8.6,2.3,15.6,0,3044
20160322,9.3,2,16.9,0,3044
20160323,8.1,4.1,13.6,0.5,3005
20160324,6.4,1.2,12,0.2,3136
20160325,5.8,1.4,11.1,0.2,3143
20160326,5.7,0.2,12.1,0.5,3147
20160327,7,0,14.1,0,3147
20160328,9.3,0.7,17.5,0,3147
20160329,11.9,4.8,18,0.1,3109
20160330,12.7,6.4,20.3,0,3132
20160331,12.4,4.8,20.7,0,3173
20160401,13.2,4.3,22.8,0,3129
20160402,13.9,5.7,21.5,0,3129
20160403,11.7,8.9,15.2,9.5,3129
20160404,11.2,7.6,15.6,1.8,3038
20160405,12,5.1,19.6,0,3057
20160406,12.8,5.7,21,12.2,3093
20160407,12.7,9.2,18,21.9,3280
20160408,13.9,8,21.7,0,3108
20160409,14.9,8.2,22.2,0,3108
20160410,13.6,8.2,21.3,0.4,3108
20160411,10.9,6.8,16.1,0.2,3069
20160412,12.5,6.2,19,0.6,3069
20160413,14.2,10.9,18.2,13.1,3069
20160414,14.7,9.6,21.3,0,3231
20160415,13.7,6.5,21.2,0,3102
20160416,14.6,7.9,20.7,29.2,3102
20160417,13.1,10.1,17.2,9.5,3102
20160418,13,8.3,18.9,1.2,3412
20160419,12.5,7.4,19,0,3183
20160420,13.9,7.3,20.3,0.7,3240
20160421,13.8,10.9,17.3,28.8,3203
20160422,17.1,11.2,24.6,0,3203
20160423,15.2,10.9,20.7,0,3203
20160424,14.3,7.2,22.1,0,3203
20160425,15.9,7.3,24.9,0,3108
20160426,17,8.7,25.4,1.4,3198
20160427,12.4,10.8,15.5,25,3168
20160428,13.6,9.6,19.2,2.4,3151
20160429,14.4,8.4,20.9,0.1,3169
20160430,16.5,8.8,23.8,0,3158
20160501,18.1,10.4,26.1,0,3123
20160502,18.9,11.8,25.9,7.8,3119
20160503,15.3,11.7,19.8,26.8,3119
20160504,17,11.7,22.3,0.2,3119
20160505,18.2,9.3,26,0.8,3119
20160506,17.9,13.9,22.5,1.7,3119
20160507,17.1,11.3,23.6,0,3119
20160508,17.4,9.3,24.8,0,3119
20160509,18.1,13.6,23.4,0.2,3092
20160510,13.9,12.2,17.2,20.1,3069
20160511,15.7,11.4,21.7,0.9,3103
20160512,18,11,25.1,0,3142
20160513,16.6,11.9,22.5,0.1,3153
20160514,17.3,10.5,23.9,0,3153
20160515,18.1,11.7,24.3,12.6,3153
20160516,15.4,9.9,21.7,5.9,3153
20160517,17.8,8.6,26.6,0,3249
20160518,20.3,11.4,29.3,0,3492
20160519,20.3,12.4,28.8,0,3630
20160520,19.9,11.9,28,0,3740
20160521,20.1,12.3,27.9,0,3740
20160522,20.2,12.4,28.1,0,3740
20160523,20.6,12.5,27.8,0,3649
20160524,18,15,21.3,20.3,3649
20160525,19.4,13.7,25.8,0,3649
20160526,20.4,15.1,25.9,0.1,3451
20160527,21.5,16.8,27.5,0.1,3426
20160528,20.9,16.3,27.1,0.4,3426
20160529,20.2,15.7,26.5,0.6,3426
20160530,21.3,14.4,28.4,0,3304
20160531,21.7,15.5,28.1,0,3097
20160601,20.9,15.8,26.5,0,3012
20160602,20.2,13.1,27,0,2949
20160603,21.6,14.3,28.3,0,3996
20160604,19.4,16.3,22.9,3.9,3996
20160605,21,15,27.3,0,3996
20160606,19.5,16.8,22.6,0.7,3996
20160607,21.2,17.9,25.9,0.3,2870
20160608,21,18.1,25,1.7,2870
20160609,22.2,17.4,28.3,0,2867
20160610,22.8,17.7,28.8,0,2817
20160611,23.6,19.3,28.6,2.1,2817
20160612,23.1,20.4,26.5,2.6,2817
20160613,22.5,19.2,27.7,0.1,2765
20160614,22.1,18.4,27.4,0.5,2771
20160615,21.5,18.7,24.9,4.8,2748
20160616,22.1,19.1,25.9,1.7,2752
20160617,23.2,17.5,29.5,0,2752
20160618,23.7,17.9,29.8,0.8,2752
20160619,23.8,19.8,29.2,1.4,2752
20160620,23.2,18.5,28.4,5.7,2774
20160621,23.6,20.1,28.1,0.3,3002
20160622,22.8,20.6,26.4,7,3002
20160623,24.2,19.9,29.4,0.1,3091
20160624,21.9,19.9,25.2,30.3,3141
20160625,22.7,18.8,27.3,0,3141
20160626,23.2,17.5,29.3,0,3141
20160627,22.1,17.6,27,1,3158
20160628,22.4,17.8,27.4,0.5,3158
20160629,22.8,19.2,26.7,0.9,3250
20160630,24.4,20.8,29.2,1,3019
20160701,24.2,22,27.6,55.2,2970
20160702,23.6,21.5,27,24.6,2970
20160703,22.4,20,25.3,22.3,2970
20160704,22.2,20.2,24.7,53.2,2920
20160705,24.8,21.5,28.6,39.5,2954
20160706,23.6,21.2,27.4,27.8,2986
20160707,24.2,20.9,29,1.2,2816
20160708,25.4,20.8,31.2,1,2804
20160709,26.1,21.2,32.1,0,2804
20160710,26,21.7,31.1,0,2804
20160711,25.6,22.2,30.3,2.9,2738
20160712,24.6,22.4,28,8.2,2723
20160713,25.6,22.1,29.9,0.1,2714
20160714,25,21.4,30,2.3,2865
20160715,24.5,20.7,28.7,0.8,2869
20160716,21.7,20.4,23.8,27.9,2869
20160717,23.3,20.7,27,0.9,2869
20160718,23.7,19.7,28.7,0,2980
20160719,25,20.4,30,0.1,2980
20160720,25.3,21.6,29.8,0,3006
20160721,25.1,21.5,29.7,0,3066
20160722,25.8,21.7,30.7,0,3108
20160723,26.4,22.2,31.2,1.7,3108
20160724,27.3,23.6,32,4.8,3180
20160725,27.3,24.5,31.6,5.8,3186
20160726,28,24,32.8,0,3189
20160727,28,24.5,32,0.9,3180
20160728,28.3,24.8,32.7,0.8,3171
20160729,27.8,24,32.1,9.7,3104
20160730,28.4,25,33.3,6.7,3104
20160731,28,24.4,33.5,4.1,3104
20160801,27.4,23.7,32.8,2.4,3098
20160802,26.4,23.6,30.9,3,3097
20160803,26.7,23.1,31.8,1.6,3068
20160804,27.7,23.4,33,0.2,2956
20160805,28,23.3,33.6,0.2,2897
20160806,28.3,23.4,34,0.6,2897
20160807,28.5,24.1,34.2,1.5,2897
20160808,28.2,24,34.5,4.9,2897
20160809,27.7,23.9,32.6,0.6,2868
20160810,28.4,23.9,34,0,2753
20160811,29.3,24.1,35.4,0,2785
20160812,29.5,24.4,35.6,0,2811
20160813,29.5,24.6,35.3,0,2811
20160814,29.1,25,34.4,1,2811
20160815,28.5,25,33.8,2.6,2811
20160816,27.9,24.2,33.2,4,2820
20160817,27.7,23.2,33.3,0.7,2785
20160818,28,23.7,33.6,0.4,2881
20160819,28.2,23.8,33.6,0.4,2902
20160820,28.3,24.1,34,0.1,2902
20160821,27.9,23.2,33.8,0.2,2902
20160822,28,23,34,1.2,2919
20160823,27.3,23.6,32.2,1.8,2907
20160824,27.3,22.9,33.2,0,3090
20160825,27.2,21.3,33.7,2.1,3050
20160826,21.9,18.3,27.2,11.3,3020
20160827,22,17.1,27.1,0.6,3020
20160828,19.6,17.3,23.3,22.8,3020
20160829,20.5,16.3,25.4,3,3053
20160830,20.7,16.9,24.7,1,3074
20160831,21.8,18.5,25.3,7.8,3084
20160901,24.6,19.6,30.2,2,2871
20160902,21.4,19.4,24.8,28.9,2945
20160903,22.9,19.7,27.1,20.5,2945
20160904,24.6,21.1,29.4,2.1,2945
20160905,24.6,21.7,29.1,1.3,2932
20160906,23.6,20.2,27.8,0,2914
20160907,23.1,19.9,27.9,1.3,2834
20160908,22.7,18.6,28.2,3.2,2913
20160909,22.8,18.9,28.5,1.4,2912
20160910,22.4,18.7,27.6,5.1,2912
20160911,22.8,19.3,27.3,1.2,2912
20160912,21.7,19.1,25.9,7.8,2912
20160913,22.4,17.7,28.2,0,2900
20160914,22.6,18.7,27.7,0,2900
20160915,22.6,18.2,28.2,0,2900
20160916,22.1,19.6,25.3,5,2900
20160917,20.5,18.8,22.8,85.6,2900
20160918,20.3,18.3,22.8,6.5,2900
20160919,20.2,17.1,24.1,0.2,2899
20160920,18.8,13.9,24.4,0,2899
20160921,18.4,12.7,24.1,0,2944
20160922,19.4,15.8,24.6,0,2975
20160923,19.7,14.4,26.1,0,3005
20160924,20.4,15.4,27.1,0,3005
20160925,20.7,16.1,26.6,0,3005
20160926,21.7,17.9,26.5,2.2,2993
20160927,22.7,20.1,26.7,5.4,2984
20160928,21.3,18.8,24.7,7.6,2984
20160929,19.1,17,21.7,1.3,2935
20160930,17.8,15.9,19.9,13,2937
20161001,19.1,16.3,22.3,2.4,2937
20161002,20.8,17.8,24.4,6.1,2937
20161003,22.6,18.9,26.9,9.6,2937
20161004,21.4,16.8,27.2,0.6,2976
20161005,19.5,16.7,24.2,51.1,2943
20161006,18.6,14.4,24.3,0,2802
20161007,18.4,14.8,22.8,9.3,2730
20161008,17.4,14,21.5,23.6,2730
20161009,12.8,8.8,17.8,0,2730
20161010,13.3,8.4,19.1,0,2748
20161011,14.5,10.2,20.6,0,2731
20161012,15.1,10.8,21.2,0,2739
20161013,14.5,10.6,20.2,0,2806
20161014,15.2,9.2,23.1,0,2788
20161015,16.7,10.6,24.3,0,2788
20161016,16,13.9,18.5,18.5,2788
20161017,17.7,14,23.2,0.3,2838
20161018,16.3,12,22.4,0,2838
20161019,16.8,12.6,23.3,0,2838
20161020,16.8,11.7,22.7,0.1,2861
20161021,16.6,14.9,18.8,0.4,2866
20161022,16.8,13.6,21,0.4,2866
20161023,14.4,11.4,17.6,2.3,2866
20161024,14.2,9.5,19.4,0,2970
20161025,14.6,11.3,19.1,13.7,2982
20161026,13.8,10,18.3,0,2982
20161027,14.5,9.1,19.2,0,3008
20161028,14.1,12.1,16.5,5.6,3088
20161029,10.6,7.1,14,0.7,3008
20161030,8.1,2.9,15.1,0,3008
20161031,8.3,4.4,11.6,0.3,2989
20161101,4.6,0.4,9.7,0,2983
20161102,5.3,-1.2,11.8,0.1,2990
20161103,8.1,2.9,14.7,0.1,2714
20161104,10.2,3.5,17.4,0,2714
20161105,13.2,7.6,19.8,0.2,2714
20161106,12.6,8.9,16.5,1.6,2714
20161107,13.1,9.4,17.8,1.5,2660
20161108,8.2,3.1,12.7,1.7,2682
20161109,4.3,-0.7,10.5,0,2682
20161110,7.3,2.8,12,3.1,2854
20161111,9.3,4.5,15.2,0.9,2818
20161112,10,2.9,18.2,0,2818
20161113,12.6,6.9,18.3,3,2818
20161114,14.3,10.2,18.7,2.3,2858
20161115,9.5,3.4,15.2,0,2853
20161116,6.6,0.3,14.3,0,285
20161117,8.7,3.3,16.1,0,2854
20161118,10,3.6,15.6,12.8,2900
20161119,13.4,10.6,16.7,1.2,2900
20161120,12.2,7.3,17.6,0,2900
20161121,10.3,6.1,14.2,0.1,2949
20161122,6.3,2.5,10.9,0.9,2949
20161123,3.1,-0.5,7.6,0.1,2879
20161124,0.7,-3,5.5,0,2884
20161125,1.9,-2.8,8.1,0,2911
20161126,1.2,-2.6,4.3,2.4,2911
20161127,4.1,1,8.5,0.1,2911
20161128,3.8,-0.2,8.4,0,2911
20161129,3.1,-2.3,10,0.2,2911
20161130,6.2,1.2,10.7,2.5,2939
20161201,6.5,0.8,10.8,0.1,2823
20161202,3,-2.6,10,0,2823
20161203,4,-2.6,12.1,0,2823
20161204,5.3,1.1,10.2,0,2823
20161205,7.9,2.5,13.8,0.1,2816
20161206,1.8,-2.9,6.7,0,2811
20161207,1.6,-4.2,7.6,0.1,2849
20161208,3.6,-2.5,9.7,1.3,2833
20161209,4.6,-0.5,8.9,1.3,2778
20161210,0.8,-3.9,7.1,0,2778
20161211,0.1,-5.7,7.8,0,2778
20161212,3.9,-2.8,10.1,0.2,2753
20161213,5.4,1.4,9.9,0.3,2734
20161214,1.6,-1,4.7,2.5,2734
20161215,-0.8,-4.2,2.7,0.1,2724
20161216,-1.8,-6.9,2.9,0,2774
20161217,3.4,-2.2,10.1,0,2774
20161218,4.4,-1.1,10.6,0.1,2774
20161219,7.2,3.4,10.5,4.9,2774
20161220,7.3,3.3,13,0,2799
20161221,8.7,3,13.7,24.2,2838
20161222,8.4,4.4,15.3,14.4,2809
20161223,1.7,-0.3,4.6,0.6,2807
20161224,0.5,-2.3,4,0,2807
20161225,2.9,-2.9,9,0.1,2807
20161226,4.6,2.9,6.2,10.3,2832
20161227,1.2,-3.2,4.5,2.1,2827
20161228,-1.4,-6.5,4.8,0,2839
20161229,-1.3,-4.5,2.1,0.2,2779
20161230,-1.4,-7,4.6,0,2779
20161231,1.7,-2.9,7.1,0,2779
20170101,3.2,-1.5,9.6,0,2779
20170102,5.5,0.4,11.3,0,2779
20170103,3.6,-0.9,9.8,0,2779
20170104,3.8,-1.3,10.6,0,2757
20170105,4.3,-0.7,8.5,2,2684
20170106,5.2,0.8,10.5,0.1,2684
20170107,4,-1.4,9.5,0.1,268
20170108,7.2,3.9,11.9,1.6,2684
20170109,4.4,-0.5,8.1,0.1,2678
20170110,0.4,-2.9,4.7,0,2656
20170111,-1.7,-6.2,2.8,0,2631
20170112,0.7,-3.7,5.6,0.2,2762
20170113,-2.2,-5.9,2.8,0.3,2762
20170114,-5,-7.8,-1.8,0,2762
20170115,-4.8,-10.6,1.6,0,2762
20170116,-3,-8.8,4.4,0,2843
20170117,-1.7,-7.8,5.8,0,2831
20170118,0.5,-4.5,5.9,0,2862
